username,course_id,click_about,click_courseware,click_forum,click_info,click_progress,close_courseware,create_comment,create_thread,load_video,pause_video,play_video,problem_check,problem_check_correct,problem_check_incorrect,problem_get,problem_save,reset_problem,seek_video,stop_video,truth
4904,44164,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
5955,44218,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6021,44049,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
6021,44158,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6035,44037,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
6649,44028,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6664,44092,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
6749,44022,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
6749,44065,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6749,44160,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
6749,44163,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
6749,44176,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
6749,44180,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6749,44230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,44240,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
6749,44248,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6751,44175,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6751,44191,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6927,44031,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6927,44043,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
6927,44148,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1
7411,44153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7818,44011,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7818,44045,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1
8041,44025,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
10177,44069,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
10177,44107,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
10177,44189,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
10177,44246,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
11136,44010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11523,44100,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
11523,44116,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
11528,44181,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11528,44224,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
11539,44133,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
11870,44254,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11935,44177,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
12074,44092,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12074,44115,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
12074,44242,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
12221,44076,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
12317,44039,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
12317,44082,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12317,44144,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
12435,44021,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12484,44015,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
12484,44147,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
12493,44254,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12777,44081,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1
12786,44050,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
12786,44076,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12825,44047,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
12825,44178,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
12829,44011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12829,44013,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12829,44017,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
12829,44026,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
12829,44033,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1
12829,44036,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1
12829,44037,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
12829,44040,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
12829,44053,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
12829,44061,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
12829,44064,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
12829,44065,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12829,44067,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
12829,44076,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12829,44080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12829,44081,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
12829,44083,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
12829,44085,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0
12829,44086,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
12829,44089,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12829,44093,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
12829,44099,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
12829,44101,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12829,44113,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
12829,44121,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12829,44133,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
12829,44136,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12829,44146,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12829,44152,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
12829,44154,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12829,44164,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12829,44181,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
12829,44184,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12829,44186,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1
12829,44191,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
12829,44199,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12829,44215,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
12829,44219,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
12829,44221,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
12829,44222,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0
12829,44224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12829,44229,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
12829,44234,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
12829,44252,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12829,44254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12842,44107,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
12842,44108,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12844,44219,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12968,44116,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
13151,44028,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
13151,44031,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
13151,44039,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
13151,44043,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
13151,44065,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
13151,44106,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1
13151,44121,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13151,44145,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
13226,44029,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
13226,44065,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13226,44095,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
13226,44215,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
13287,44254,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13465,44143,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
13469,44157,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
13495,44225,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
13544,44152,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13544,44222,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13624,44031,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
13719,44244,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
13767,44022,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
13767,44028,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
13767,44048,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
13767,44054,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
13767,44134,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13846,44063,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
13846,44181,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1
13852,44031,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
13894,44065,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
13990,44095,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
13990,44115,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
14153,44022,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14153,44154,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
14153,44164,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14153,44173,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14255,44065,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14293,44087,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
14348,44174,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
14389,44065,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
14389,44119,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
14834,44013,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
14834,44028,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
14834,44082,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
14834,44083,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
14834,44113,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
14834,44177,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
14834,44205,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
14834,44253,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
14857,44127,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
14861,44062,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15224,44115,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
15251,44035,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1
15251,44037,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
15261,44185,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
15261,44214,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
15910,44031,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15910,44219,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0
